Project Name,Borough,NTA - Neighborhood Tabulation Area,Income,Rented_vs_Owned,Level of Affordable in Building
West 140th Street,Manhattan,MN03,moderately_low,mostly_rented,mostly_affordable
West 140th Street,Manhattan,MN03,low,mostly_rented,mostly_affordable
THE FREDERICK,Manhattan,MN03,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
79-89 AVENUE D,Manhattan,MN28,moderately_low,mostly_rented,mostly_standard
610 WEST 178 ST. HDFC,Manhattan,MN36,low,mostly_rented,mostly_affordable
Home Street Homes,Bronx,BX35,low,mostly_rented,mostly_affordable
Home Street Homes,Bronx,BX35,moderately_low,mostly_rented,mostly_affordable
Home Street Homes,Bronx,BX35,moderately_low,mostly_rented,mostly_affordable
Home Street Homes,Bronx,BX35,low,mostly_rented,mostly_affordable
Home Street Homes,Bronx,BX35,moderately_low,mostly_rented,mostly_affordable
Home Street Homes,Bronx,BX35,low,mostly_rented,mostly_affordable
Home Street Homes,Bronx,BX35,low,mostly_rented,mostly_affordable
TLK Manor,Bronx,BX33,low,mostly_rented,mostly_affordable
TLK Manor,Bronx,BX33,low,mostly_rented,mostly_affordable
Compass Residences 2B,Bronx,BX75,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
608 Franklin Avenue,Brooklyn,BK61,low,mostly_rented,mostly_standard
SYDNEY HOUSE,Bronx,BX44,low,mostly_owned,mostly_affordable
JOHN PAUL II APARTMENTS,Manhattan,MN03,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,Bronx,BX17,low,mostly_rented,mostly_affordable
ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,Bronx,BX01,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
St. Albans Cycle Of Life,Queens,QN08,low,mostly_rented,mostly_affordable
THESSALONIA MANOR,Bronx,BX33,low,mostly_rented,mostly_affordable
ACRMD LUBIN,Brooklyn,BK33,low,mostly_rented,mostly_affordable
North Shore Plaza_ML,Staten Island,SI12,very_low,mostly_rented,mostly_affordable
334 Beach 54th Street,Queens,QN12,low,mostly_rented,mostly_affordable
NYCHA Section 8,Manhattan,MN28,low,mostly_rented,mostly_affordable
NYCHA Section 8,Manhattan,MN28,low,mostly_rented,mostly_affordable
NYCHA Section 8,Manhattan,MN34,low,mostly_rented,mostly_affordable
NYCHA Section 8,Bronx,BX34,low,mostly_rented,mostly_affordable
NYCHA Section 8,Brooklyn,BK79,low,mostly_rented,mostly_affordable
NYCHA Section 8,Manhattan,MN34,low,mostly_rented,mostly_affordable
Atlantic Yards B14 (Pacific Park),Brooklyn,BK64,moderately_low,mostly_rented,mostly_affordable
Sam Burt Houses,Brooklyn,BK21,moderately_low,mostly_owned,mostly_affordable
Carnegie Park,Manhattan,MN32,low,mostly_rented,mostly_affordable
Cadman Tower,Brooklyn,BK09,moderately_low,mostly_owned,mostly_affordable
Arverne/Nordak,Queens,QN12,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
416 KENT,Brooklyn,BK73,low,mostly_rented,mostly_standard
420 KENT,Brooklyn,BK73,low,mostly_rented,mostly_standard
CROWN GARDENS HOUSING CORPORATION,Brooklyn,BK63,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
404 East 10 Street HDFC,Manhattan,MN28,moderately_low,mostly_owned,mostly_affordable
WSFSSH. 275 EAST138TH ST. TRES PUENTES,Bronx,BX39,very_low,mostly_rented,mostly_affordable
WSFSSH. 275 EAST138TH ST. TRES PUENTES,Bronx,BX39,very_low,mostly_rented,mostly_affordable
MANHATTANVILLE PHASE I,Manhattan,MN04,low,mostly_owned,mixed_aff_and_stand
Douglaston.155-175 Friendship Lane. Seaview C,Staten Island,SI24,very_low,mostly_rented,mostly_affordable
Douglaston.155-175 Friendship Lane. Seaview C,Staten Island,SI24,very_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
1519-1535 BEDFORD AVENUE,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
284-298 East 162nd Street,Bronx,BX14,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
Phipps. 760-770 East Tremont.Lee Goodwin Residence,Bronx,BX17,very_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,moderately_low,mostly_owned,mostly_affordable
305 E. 171ST STREET HDFC,Bronx,BX14,very_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
COMUNILIFE. 1815 WEST FARMS ROAD,Bronx,BX75,very_low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX41,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX63,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX41,low,mostly_rented,mostly_affordable
New Settlement Apartments,Bronx,BX41,low,mostly_rented,mostly_affordable
Concern Bergen (20126043),Brooklyn,BK61,very_low,mostly_rented,mostly_affordable
945-947 East 94th Street,Brooklyn,BK50,moderately_low,mostly_rented,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
SOUNDVIEW HOMES - PHASE III,Bronx,BX09,moderately_low,mostly_owned,mostly_affordable
Story Avenue East,Bronx,BX09,moderately_low,mostly_rented,mostly_affordable
Locust Manor Family II (20136069),Queens,QN08,low,mostly_rented,mostly_affordable
333 Lenox Rd (20136053),Brooklyn,BK95,low,mostly_rented,mostly_affordable
Bay Street Senior Housing (20136026),Staten Island,SI37,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
Marcy Sheridan Apartments (20146009),Bronx,BX14,low,mostly_rented,mostly_affordable
Navy Pier Apartments (20140207),Staten Island,SI37,low,mostly_rented,mostly_affordable
Navy Pier Apartments (20140207),Staten Island,SI37,low,mostly_rented,mostly_standard
625 West 57th Street Apartments (20140275),Manhattan,MN15,low,mostly_rented,mostly_standard
BAM South Apartments (20140284),Brooklyn,BK68,low,mostly_rented,mostly_standard
Maria Isabel Apartments (20140296),Bronx,BX34,low,mostly_rented,mostly_affordable
Canaan House (20140287),Manhattan,MN11,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
Marcus Garvey Apartments (20140295),Brooklyn,BK81,low,mostly_rented,mostly_affordable
