Project Name,Borough,NTA - Neighborhood Tabulation Area,Income,Rented_vs_Owned,Level of Affordable in Building
MHANY DUMONT HDFC.PLP.FY19,Brooklyn,BK82,low,mostly_rented,mostly_affordable
MHANY DUMONT HDFC.PLP.FY19,Brooklyn,BK82,low,mostly_rented,mostly_affordable
MHANY DUMONT HDFC.PLP.FY19,Brooklyn,BK82,low,mostly_rented,mostly_affordable
975 LIBERTY AVENUE,Brooklyn,BK82,moderately_low,mostly_rented,mixed_aff_and_stand
50-11 QUEENS BLVD,Queens,QN31,moderately_low,mostly_rented,mixed_aff_and_stand
HP 451 EAST 116TH STREET HDFC. HPO.FY19,Manhattan,MN34,moderately_low,mostly_rented,mostly_affordable
HP 451 EAST 116TH STREET HDFC. HPO.FY19,Manhattan,MN34,moderately_low,mostly_rented,mostly_affordable
388 RICHMOND TERRACE.HPO.FY20,Staten Island,SI22,moderately_low,mostly_rented,mostly_affordable
STRYCKER'S BAY,Manhattan,MN12,low,mostly_owned,mostly_affordable
STRYCKER'S BAY,Manhattan,MN12,low,mostly_owned,mostly_affordable
DAYTON BEACH PARK,Queens,QN12,low,mostly_owned,mostly_affordable
DAYTON BEACH PARK,Queens,QN12,low,mostly_owned,mostly_affordable
DAYTON BEACH PARK,Queens,QN12,low,mostly_owned,mostly_affordable
DAYTON BEACH PARK,Queens,QN12,low,mostly_owned,mostly_affordable
DAYTON BEACH PARK,Queens,QN12,low,mostly_owned,mostly_affordable
266 WEST 96TH STREET,Manhattan,MN12,moderately_low,mostly_rented,mixed_aff_and_stand
148-18 HILLSIDE AVENUE,Queens,QN61,low,mostly_rented,mostly_standard
EBENEZER PLAZA PHASE 1B,Brooklyn,BK81,low,mostly_rented,mostly_affordable
PROJECT RENEWAL. 2880 JEROME AVE,Bronx,BX28,very_low,mostly_rented,mostly_affordable
FOXY.2016 ARTHUR AVENUE,Bronx,BX17,very_low,mostly_rented,mostly_affordable
CAMBER. 3-11 W118TH ST. VICTORY PLAZA,Manhattan,MN11,very_low,mostly_rented,mostly_affordable
645 BARRETTO STREET HDFC.GHPP.FY19,Bronx,BX27,low,mostly_owned,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK61,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK61,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK35,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK35,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK35,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK61,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK35,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK61,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK75,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK81,low,mostly_rented,mostly_affordable
JOE CENTRAL BROOKLYN LLC.YR15.FY19,Brooklyn,BK69,very_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
225 W 28TH STREET,Manhattan,MN17,low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
J2,Queens,QN61,low,mostly_rented,mostly_affordable
ROBESON APARTMENTS HDFC.HUDMF.FY18,Manhattan,MN11,very_low,mostly_rented,mostly_affordable
ROBESON APARTMENTS HDFC.HUDMF.FY18,Manhattan,MN11,very_low,mostly_rented,mostly_affordable
CALVARY BAPTIST. HUDMF. FY20,Queens,QN01,very_low,mostly_rented,mostly_affordable
JAMIES PLACE HDFC. HUDMF. FY18,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
JAMIES PLACE HDFC. HUDMF. FY18,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
JAMIES PLACE HDFC. HUDMF. FY18,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
JAMIES PLACE HDFC. HUDMF. FY18,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
JAMIES PLACE HDFC. HUDMF. FY18,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
60 NORFOLK,Manhattan,MN28,low,mostly_rented,mostly_affordable
TWIN PARKS TERRACE,Bronx,BX40,low,mostly_rented,mostly_affordable
869 MYRTLE AVENUE,Brooklyn,BK75,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
30 KENT STREET,Brooklyn,BK76,low,mostly_rented,mostly_standard
1414 CENTRAL AVENUE,Queens,QN15,low,mostly_rented,mostly_affordable
146 BAYARD STREET,Brooklyn,BK76,moderately_low,mostly_rented,mixed_aff_and_stand
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN03,very_low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN03,very_low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN03,low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN03,low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN09,low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN09,very_low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN09,low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN03,very_low,mostly_rented,mostly_affordable
JOE UPTOWN LLC - PHASE 1.YR15.FY22,Manhattan,MN03,low,mostly_rented,mostly_affordable
TRIPLE HDFC.HPO.FY19,Manhattan,MN34,low,mostly_rented,mostly_affordable
TRIPLE HDFC.HPO.FY19,Manhattan,MN34,low,mostly_rented,mostly_affordable
TRIPLE HDFC.HPO.FY19,Manhattan,MN33,moderately_low,mostly_rented,mostly_affordable
EAST BROOKLYN NCP,Brooklyn,BK82,low,mostly_rented,mostly_affordable
EAST BROOKLYN NCP,Brooklyn,BK82,low,mostly_rented,mostly_affordable
EAST BROOKLYN NCP,Brooklyn,BK85,low,mostly_rented,mostly_affordable
NEW LIFE HOMES HDFC.YR15.FY18,Brooklyn,BK82,very_low,mostly_rented,mostly_affordable
EAST VILLAGE II HDFC.HUDMF.FY18,Manhattan,MN28,very_low,mostly_rented,mostly_affordable
EAST VILLAGE II HDFC.HUDMF.FY18,Manhattan,MN28,very_low,mostly_rented,mostly_affordable
EAST VILLAGE II HDFC.HUDMF.FY18,Manhattan,MN28,very_low,mostly_rented,mostly_affordable
EAST VILLAGE II HDFC.HUDMF.FY18,Manhattan,MN28,very_low,mostly_rented,mostly_affordable
INWOOD HOUSING HDFC.HUDMF.FY18,Manhattan,MN01,very_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
50 PENN,Brooklyn,BK82,low,mostly_rented,mostly_affordable
COMPASS 6,Bronx,BX17,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
BROOKLYN BRIDGE PARK PIER 6,Brooklyn,BK33,moderately_low,unclear,mostly_standard
BROOKLYN BRIDGE PARK PIER 6,Brooklyn,BK09,moderately_low,mostly_rented,mostly_affordable
INWOOD LIBRARY,Manhattan,MN01,low,mostly_rented,mostly_affordable
LOGAN FOUNTAIN,Brooklyn,BK82,very_low,mostly_rented,mostly_affordable
111 WILLOW AVENUE,Bronx,BX39,low,mostly_rented,mostly_affordable
HUDSON PIERS HDFC.HUDMF.FY18,Manhattan,MN04,very_low,mostly_rented,mostly_affordable
HUDSON PIERS HDFC.HUDMF.FY18,Manhattan,MN04,very_low,mostly_rented,mostly_affordable
HELP. 282 HINSDALE STREET. 515 BLAKE AVENUE BUILDING B,Brooklyn,BK85,very_low,mostly_rented,mostly_affordable
9 ARGYLE ROAD HDFC.GHPP.FY19,Brooklyn,BK42,low,mostly_owned,mostly_affordable
2178 BERGEN STREET,Brooklyn,BK79,low,mostly_rented,mixed_aff_and_stand
BRISA. 13-38 CENTRAL AVE. GRACE'S PLACE,Queens,QN15,very_low,mostly_rented,mostly_affordable
340 SOUTH THIRD STREET HDFC.GHPP.FY21,Brooklyn,BK73,very_low,mostly_rented,mostly_affordable
1050 MANHATTAN AVENUE,Brooklyn,BK76,moderately_low,mostly_rented,mixed_aff_and_stand
HUNTERS POINT SOUTH PARCELS F AND G,Queens,QN31,moderately_low,mostly_rented,mostly_affordable
HUNTERS POINT SOUTH PARCELS F AND G,Queens,,moderately_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,moderately_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,moderately_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,moderately_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,very_low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
RED HOOK GARDENS-ARTICLE XI,Brooklyn,BK33,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
IMPACCT BK. 776-780 MYRTLE AVE,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
16 CHARLES PLACE,Brooklyn,BK78,low,mostly_rented,mostly_standard
198 19TH STREET,Brooklyn,BK37,low,mostly_rented,mostly_standard
1992 THIRD AVENUE APARTMENTS,Manhattan,MN33,moderately_low,mostly_rented,mixed_aff_and_stand
22 MELROSE STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
245 EAST 115 STREET,Manhattan,MN34,moderately_low,mostly_rented,mixed_aff_and_stand
2547 CRUGER AVENUE,Bronx,BX07,moderately_low,mostly_rented,mixed_aff_and_stand
869 PARK AVENUE,Brooklyn,BK78,low,mostly_rented,mostly_standard
ST. LUCY'S APARTMENTS,Manhattan,MN33,moderately_low,mostly_rented,mostly_affordable
ST. LUCY'S APARTMENTS,Manhattan,MN33,moderately_low,mostly_rented,mostly_affordable
56 AINSLIE STREET,Brooklyn,BK73,moderately_low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
214 WEST 72ND STREET,Manhattan,MN14,low,mostly_rented,mostly_standard
IMPACCT. 811-817 LEXINGTON AVENUE,Brooklyn,BK35,very_low,mostly_rented,mostly_affordable
TSINY. 161-01 89TH AVENUE. MONICA HOUSE,Queens,QN61,very_low,mostly_rented,mostly_affordable
COMMUNITY ACCESS. 1159 RIVER AVENUE,Bronx,BX63,very_low,mostly_rented,mostly_affordable
111 W 71ST STREET,Manhattan,MN14,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
2126 MAPES AVENUE,Bronx,BX17,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
WEEKSVILLE,Brooklyn,BK61,low,mostly_rented,mostly_affordable
HABITAT NET ZERO,Queens,QN55,moderately_low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN55,moderately_low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN55,low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN34,low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN76,low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN08,low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN76,moderately_low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN34,moderately_low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN07,low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN33,moderately_low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN07,low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN34,low,mostly_owned,mostly_affordable
HABITAT NET ZERO,Queens,QN08,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
WEST END. 483 WEST END AVE. WEST END INTERGENERATIONAL,Manhattan,MN12,very_low,mostly_rented,mostly_affordable
875 4 AVE,Brooklyn,BK32,moderately_low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,moderately_low,mostly_owned,mostly_affordable
ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),Queens,QN15,low,mostly_rented,mostly_affordable
ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),Queens,QN15,low,mostly_rented,mostly_affordable
WIN. 14-35 MOTT AVENUE. GREENPORT II - SOUTH,Queens,QN15,very_low,mostly_rented,mostly_affordable
3190 RIVERDALE AVENUE APARTMENTS,Bronx,BX29,moderately_low,mostly_rented,mixed_aff_and_stand
880 METRO REALTY,Brooklyn,BK90,low,mostly_rented,mostly_standard
89 BARTLETT STREET,Brooklyn,BK75,low,mostly_rented,mostly_standard
730 PROSPECT PLACE,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
1701 PARKVIEW AVENUE,Bronx,BX10,moderately_low,mostly_rented,mostly_standard
5959 BROADWAY,Bronx,BX29,low,mostly_rented,mostly_standard
85 ROGERS AVENUE,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
510 FLATBUSH APARTMENTS,Brooklyn,BK60,moderately_low,mostly_rented,mixed_aff_and_stand
867 DEKALB AVENUE,Brooklyn,BK35,moderately_low,mostly_rented,mixed_aff_and_stand
1360 1364 PURDY STREET APARTMENTS,Bronx,BX46,moderately_low,mostly_rented,mixed_aff_and_stand
176 KNICKERBOCKER AVENUE,Brooklyn,BK77,low,mostly_rented,mostly_standard
916 BERGEN APARTMENTS,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
89-15 138TH STREET APARTMENTS,Queens,QN61,low,mostly_rented,mostly_standard
88 HART STREET,Brooklyn,BK75,low,mostly_rented,mostly_standard
94 SOUTH 4TH STREET,Brooklyn,BK73,low,mostly_rented,mostly_standard
577 WEST 161ST STREET APARTMENTS,Manhattan,MN36,moderately_low,mostly_rented,mixed_aff_and_stand
168-05 DEPOT ROAD,Queens,QN51,moderately_low,mostly_rented,mixed_aff_and_stand
"MAYA, THE",Queens,QN06,moderately_low,mostly_rented,mixed_aff_and_stand
1779 WEEKS AVENUE APARTMENTS,Bronx,BX41,moderately_low,mostly_rented,mixed_aff_and_stand
1164 & 1168 GREENE AVENUE,Brooklyn,BK78,low,mostly_rented,mostly_standard
1068 FULTON STREET APARTMENTS,Brooklyn,BK69,moderately_low,mostly_rented,mixed_aff_and_stand
1072 UNIVERSITY AVENUE,Bronx,BX26,moderately_low,mostly_rented,mixed_aff_and_stand
2118 MAPES AVENUE APARTMENTS,Bronx,BX17,moderately_low,mostly_rented,mixed_aff_and_stand
2183 3RD AVENUE,Manhattan,MN34,low,mostly_rented,mostly_standard
233 BUFFALO AVENUE,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
11-39 49TH AVENUE,Queens,,moderately_low,mostly_rented,mixed_aff_and_stand
"FREDRICK OLMSTEAD, THE",Brooklyn,BK61,low,mostly_rented,mostly_standard
